50,2937,21,4,58,src/main/scala/temp_sudokuTest1.txt,48,26265,34,21,26265,23328,12009,274
39,2937,21,0,49,src/main/scala/temp_sudokuTest2.txt,39,26265,31,21,26265,23328,12009,188
302,2938,22,1,383,src/main/scala/temp_sudokuTest3.txt,289,26266,196,22,26266,23328,12010,501
59,2938,22,4,71,src/main/scala/temp_sudokuTest4.txt,55,26266,39,22,26266,23328,12010,204
188,2938,22,1,213,src/main/scala/temp_sudokuTest5.txt,183,26266,110,22,26266,23328,12010,388
70,2938,22,1,103,src/main/scala/temp_sudokuTest6.txt,70,26266,56,22,26266,23328,12010,241
112,2938,22,3,130,src/main/scala/temp_sudokuTest7.txt,111,26266,69,22,26266,23328,12010,368
27,2938,22,4,33,src/main/scala/temp_sudokuTest8.txt,26,26266,21,22,26266,23328,12010,180
49,2938,22,1,56,src/main/scala/temp_sudokuTest9.txt,48,26266,32,22,26266,23328,12010,218
176,2938,22,2,220,src/main/scala/temp_sudokuTest10.txt,169,26266,112,22,26266,23328,12010,366
35,2938,22,3,38,src/main/scala/temp_sudokuTest11.txt,33,26266,23,22,26266,23328,12010,181
73,2938,22,2,91,src/main/scala/temp_sudokuTest12.txt,73,26266,49,22,26266,23328,12010,420
18,2938,22,2,18,src/main/scala/temp_sudokuTest13.txt,17,26266,14,22,26266,23328,12010,177
68,2938,22,3,84,src/main/scala/temp_sudokuTest14.txt,68,26266,45,22,26266,23328,12010,383
67,2938,22,2,85,src/main/scala/temp_sudokuTest15.txt,65,26266,46,22,26266,23328,12010,334
181,2938,22,1,238,src/main/scala/temp_sudokuTest16.txt,174,26266,123,22,26266,23328,12010,471
20,2938,22,1,21,src/main/scala/temp_sudokuTest17.txt,17,26266,14,22,26266,23328,12010,172
37,2938,22,3,42,src/main/scala/temp_sudokuTest18.txt,36,26266,26,22,26266,23328,12010,190
27,2938,22,0,31,src/main/scala/temp_sudokuTest19.txt,27,26266,20,22,26266,23328,12010,342
18,2938,22,2,23,src/main/scala/temp_sudokuTest20.txt,17,26266,14,22,26266,23328,12010,169
23,2938,22,1,24,src/main/scala/temp_sudokuTest21.txt,22,26266,16,22,26266,23328,12010,176
114,2939,23,3,136,src/main/scala/temp_sudokuTest22.txt,111,26267,72,23,26267,23328,12011,407
25,2939,23,3,28,src/main/scala/temp_sudokuTest23.txt,24,26267,18,23,26267,23328,12011,170
35,2939,23,2,43,src/main/scala/temp_sudokuTest24.txt,34,26267,27,23,26267,23328,12011,191
35,2939,23,2,44,src/main/scala/temp_sudokuTest25.txt,34,26267,26,23,26267,23328,12011,169
152,2939,23,1,178,src/main/scala/temp_sudokuTest26.txt,150,26267,91,23,26267,23328,12011,297
67,2939,23,2,74,src/main/scala/temp_sudokuTest27.txt,63,26267,40,23,26267,23328,12011,218
600,2939,23,2,699,src/main/scala/temp_sudokuTest28.txt,594,26267,355,23,26267,23328,12011,645
71,2939,23,1,85,src/main/scala/temp_sudokuTest29.txt,70,26267,47,23,26267,23328,12011,372
23,2939,23,3,28,src/main/scala/temp_sudokuTest30.txt,22,26267,18,23,26267,23328,12011,177
109,2939,23,4,128,src/main/scala/temp_sudokuTest31.txt,108,26267,68,23,26267,23328,12011,271
73,2939,23,0,87,src/main/scala/temp_sudokuTest32.txt,71,26267,46,23,26267,23328,12011,234
75,2939,23,2,102,src/main/scala/temp_sudokuTest33.txt,71,26267,56,23,26267,23328,12011,349
42,2939,23,2,55,src/main/scala/temp_sudokuTest34.txt,41,26267,32,23,26267,23328,12011,194
46,2939,23,1,54,src/main/scala/temp_sudokuTest35.txt,45,26267,32,23,26267,23328,12011,321
97,2939,23,0,112,src/main/scala/temp_sudokuTest36.txt,94,26267,60,23,26267,23328,12011,230
51,2939,23,1,59,src/main/scala/temp_sudokuTest37.txt,50,26267,33,23,26267,23328,12011,187
